,Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
21,1,02/07/2010,80.91,2.669,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,211.2235333,7.787,FALSE
22,1,09/07/2010,80.48,2.642,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,211.108414,7.787,FALSE
23,1,16/07/2010,83.15,2.623,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,211.1003854,7.787,FALSE
24,1,23/07/2010,83.36,2.608,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,211.2351443,7.787,FALSE
25,1,30/07/2010,81.84,2.64,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,211.3699032,7.787,FALSE
26,1,06/08/2010,87.16,2.627,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,211.5046621,7.787,FALSE
27,1,13/08/2010,87,2.692,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,211.6394211,7.787,FALSE
28,1,20/08/2010,86.65,2.664,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,211.6033633,7.787,FALSE
29,1,27/08/2010,85.22,2.619,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,211.5673056,7.787,FALSE
30,1,03/09/2010,81.21,2.577,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,211.5312479,7.787,FALSE
31,1,10/09/2010,78.69,2.565,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,211.4951902,7.787,TRUE
32,1,17/09/2010,82.11,2.582,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,211.5224596,7.787,FALSE
33,1,24/09/2010,80.94,2.624,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,211.5972246,7.787,FALSE
34,1,01/10/2010,71.89,2.603,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,211.6719895,7.838,FALSE
35,1,08/10/2010,63.93,2.633,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,211.7467544,7.838,FALSE
36,1,15/10/2010,67.18,2.72,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,211.8137436,7.838,FALSE
37,1,22/10/2010,69.86,2.725,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,211.8612937,7.838,FALSE
38,1,29/10/2010,69.64,2.716,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,211.9088438,7.838,FALSE
39,1,05/11/2010,58.74,2.689,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,211.9563939,7.838,FALSE
40,1,12/11/2010,59.61,2.728,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,212.003944,7.838,FALSE
41,1,19/11/2010,51.41,2.771,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,211.8896737,7.838,FALSE
42,1,26/11/2010,64.52,2.735,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,211.7484333,7.838,TRUE
43,1,03/12/2010,49.27,2.708,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,211.607193,7.838,FALSE
44,1,10/12/2010,46.33,2.843,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,211.4659526,7.838,FALSE
45,1,17/12/2010,49.84,2.869,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,211.4053124,7.838,FALSE
46,1,24/12/2010,52.33,2.886,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,211.4051222,7.838,FALSE
47,1,31/12/2010,48.43,2.943,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,211.4049321,7.838,TRUE
48,1,07/01/2011,48.27,2.976,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,211.4047419,7.742,FALSE
49,1,14/01/2011,35.4,2.983,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,211.4574109,7.742,FALSE
50,1,21/01/2011,44.04,3.016,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,211.8272343,7.742,FALSE
51,1,28/01/2011,43.83,3.01,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,212.1970577,7.742,FALSE
52,1,04/02/2011,42.27,2.989,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,212.5668812,7.742,FALSE
53,1,11/02/2011,36.39,3.022,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,212.9367046,7.742,TRUE
54,1,18/02/2011,57.36,3.045,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,213.2478853,7.742,FALSE
55,1,25/02/2011,62.9,3.065,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,213.535609,7.742,FALSE
56,1,04/03/2011,59.58,3.288,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,213.8233327,7.742,FALSE
57,1,11/03/2011,53.56,3.459,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,214.1110564,7.742,FALSE
58,1,18/03/2011,62.76,3.488,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,214.3627114,7.742,FALSE
59,1,25/03/2011,69.97,3.473,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,214.5999389,7.742,FALSE
60,1,01/04/2011,59.17,3.524,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,214.8371664,7.682,FALSE
61,1,08/04/2011,67.84,3.622,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,215.0743939,7.682,FALSE
62,1,15/04/2011,71.27,3.743,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,215.2918561,7.682,FALSE
63,1,22/04/2011,72.99,3.807,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,215.4599053,7.682,FALSE
64,1,29/04/2011,72.03,3.81,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,215.6279544,7.682,FALSE
65,1,06/05/2011,64.61,3.906,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,215.7960035,7.682,FALSE
66,1,13/05/2011,75.64,3.899,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,215.9640526,7.682,FALSE
67,1,20/05/2011,67.63,3.907,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,215.7339202,7.682,FALSE
68,1,27/05/2011,77.72,3.786,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,215.5037878,7.682,FALSE
69,1,03/06/2011,83,3.699,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,215.2736553,7.682,FALSE
70,1,10/06/2011,83.13,3.648,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,215.0435229,7.682,FALSE
71,1,17/06/2011,86.41,3.637,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,214.9980596,7.682,FALSE
72,1,24/06/2011,83.58,3.594,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,215.0910982,7.682,FALSE
73,1,01/07/2011,85.55,3.524,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,215.1841368,7.962,FALSE
74,1,08/07/2011,85.83,3.48,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,215.2771754,7.962,FALSE
75,1,15/07/2011,88.54,3.575,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,215.3611087,7.962,FALSE
76,1,22/07/2011,85.77,3.651,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,215.4222784,7.962,FALSE
77,1,29/07/2011,86.83,3.682,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,215.4834482,7.962,FALSE
78,1,05/08/2011,91.65,3.684,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,215.544618,7.962,FALSE
79,1,12/08/2011,90.76,3.638,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,215.6057878,7.962,FALSE
80,1,19/08/2011,89.94,3.554,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,215.6693107,7.962,FALSE
81,1,26/08/2011,87.96,3.523,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,215.7332258,7.962,FALSE
82,1,02/09/2011,87.83,3.533,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,215.7971409,7.962,FALSE
83,1,09/09/2011,76,3.546,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,215.861056,7.962,TRUE
84,1,16/09/2011,79.94,3.526,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,216.0410526,7.962,FALSE
85,1,23/09/2011,75.8,3.467,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,216.3758246,7.962,FALSE
86,1,30/09/2011,79.69,3.355,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,216.7105965,7.962,FALSE
87,1,07/10/2011,69.31,3.285,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,217.0453684,7.866,FALSE
88,1,14/10/2011,71.74,3.274,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,217.3552733,7.866,FALSE
89,1,21/10/2011,63.71,3.353,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,217.5159762,7.866,FALSE
90,1,28/10/2011,66.57,3.372,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,217.6766791,7.866,FALSE
91,1,04/11/2011,54.98,3.332,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,217.837382,7.866,FALSE
92,1,11/11/2011,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866,FALSE
93,1,18/11/2011,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866,FALSE
94,1,25/11/2011,60.14,3.236,410.31,98,55805.51,8,554.92,218.4676211,7.866,TRUE
95,1,02/12/2011,48.91,3.172,5629.51,68,1398.11,2084.64,20475.32,218.7147333,7.866,FALSE
96,1,09/12/2011,43.93,3.158,4640.65,19,105.02,3639.42,14461.82,218.9618456,7.866,FALSE
97,1,16/12/2011,51.63,3.159,5011.32,67,347.37,225.79,4011.37,219.1794533,7.866,FALSE
98,1,23/12/2011,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7.866,FALSE
99,1,30/12/2011,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.866,TRUE
100,1,06/01/2012,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483,219.7142581,7.348,FALSE
101,1,13/01/2012,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,FALSE
102,1,20/01/2012,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,FALSE
103,1,27/01/2012,54.26,3.29,1164.46,1082.74,44,11,1222.19,220.0788523,7.348,FALSE
104,1,03/02/2012,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,FALSE
105,1,10/02/2012,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.2651783,7.348,TRUE
106,1,17/02/2012,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,FALSE
107,1,24/02/2012,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,FALSE
108,1,02/03/2012,60.96,3.63,15441.4,1569,10.8,25390.88,8067.61,220.8480454,7.348,FALSE
109,1,09/03/2012,58.76,3.669,10331.04,151.88,6,671.43,5509.84,221.0591887,7.348,FALSE
110,1,16/03/2012,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,FALSE
111,1,23/03/2012,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,FALSE
112,1,30/03/2012,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,FALSE
113,1,06/04/2012,70.43,3.891,10121.97,3384.1765936323177,77.98,3750.59,4510.72,221.4356112,7.143,FALSE
114,1,13/04/2012,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,FALSE
115,1,20/04/2012,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.5640737,7.143,FALSE
116,1,27/04/2012,67.23,3.814,3221.25,3384.1765936323177,35.49,577.14,6222.25,221.6179368,7.143,FALSE
117,1,04/05/2012,75.55,3.749,21290.13,3384.1765936323177,69.89,4977.35,3261.04,221.6718,7.143,FALSE
118,1,11/05/2012,73.77,3.688,8351.4,3384.1765936323177,10.52,2443.14,3127.88,221.7256632,7.143,FALSE
119,1,18/05/2012,70.33,3.63,6154.14,3384.1765936323177,45.11,1675.49,5508.18,221.742674,7.143,FALSE
120,1,25/05/2012,77.22,3.561,4039.39,3384.1765936323177,745.19,1429.96,3631.13,221.744944,7.143,FALSE
121,1,01/06/2012,77.95,3.501,6086.21,12,370.51,148.75,3690.85,221.7472139,7.143,FALSE
122,1,08/06/2012,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143,FALSE
123,1,15/06/2012,79.35,3.393,5621.99,109.6,0.25,2420.28,3083.26,221.7626421,7.143,FALSE
124,1,22/06/2012,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,7.143,FALSE
125,1,29/06/2012,84.88,3.286,3965.73,161.6,1760.1001799058954,435.99,4212.97,221.8434,7.143,FALSE
126,1,06/07/2012,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.8837789,6.908,FALSE
127,1,13/07/2012,77.12,3.256,7218.13,45.2,36.24,3909.38,2596.37,221.9241579,6.908,FALSE
128,1,20/07/2012,80.42,3.311,3213,313.72,9.53,2262.02,3228.19,221.9327267,6.908,FALSE
129,1,27/07/2012,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.908,FALSE
130,1,03/08/2012,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.908,FALSE
131,1,10/08/2012,85.05,3.494,11436.22,245,6.85,6964.26,4836.22,221.9584329,6.908,FALSE
132,1,17/08/2012,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.0384109,6.908,FALSE
133,1,24/08/2012,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.1719457,6.908,FALSE
134,1,31/08/2012,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.3054805,6.908,FALSE
135,1,07/09/2012,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.908,TRUE
136,1,14/09/2012,74.97,3.717,17212.52,7,18.79,1523.11,7992.72,222.5820193,6.908,FALSE
137,1,21/09/2012,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.908,FALSE
138,1,28/09/2012,76.08,3.666,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6.908,FALSE
139,1,05/10/2012,68.55,3.617,8077.89,3384.1765936323177,18.22,3617.43,3626.14,223.1814772,6.573,FALSE
140,1,12/10/2012,62.99,3.601,2086.18,3384.1765936323177,8.11,602.36,5926.45,223.3812965,6.573,FALSE
141,1,19/10/2012,67.97,3.594,950.33,3384.1765936323177,4.93,80.25,2312.85,223.4257233,6.573,FALSE
142,1,26/10/2012,69.16,3.506,2585.85,31.75,6,1057.16,1305.01,223.4442513,6.573,FALSE
143,1,02/11/2012,55.32,3.386,6766.44,5147.7,50.82,3639.9,2737.42,223.4627793,6.573,FALSE
144,1,09/11/2012,61.24,3.314,11421.32,3370.89,40.28,4646.79,6154.16,223.4813073,6.573,FALSE
145,1,16/11/2012,52.92,3.252,9696.28,292.1,103.78,1133.15,6612.69,223.5129105,6.573,FALSE
146,1,23/11/2012,56.23,3.211,883.59,4.17,74910.32,209.91,303.32,223.5619474,6.573,TRUE
147,1,30/11/2012,52.34,3.207,2460.03,3384.1765936323177,3838.35,150.57,6966.34,223.6109842,6.573,FALSE
148,1,07/12/2012,64.12,3.198,6343.16,3384.1765936323177,270,2928.9,10147.9,223.6600211,6.573,FALSE
149,1,14/12/2012,48.89,3.168,3504.83,3384.1765936323177,73.26,1636.8,2779.6,223.7192767,6.573,FALSE
150,1,21/12/2012,56.02,3.098,8231.71,3384.1765936323177,274,358.15,2834.02,223.8398455,6.573,FALSE
151,1,28/12/2012,44.79,3.108,12659.55,37101.13,174.78,74.46,1208.86,223.9604143,6.573,TRUE
152,1,04/01/2013,41.73,3.161,1214.08,25366.33,15.01,72.36,3940.02,224.080983,6.525,FALSE
153,1,11/01/2013,50.32,3.243,6520.24,16134.6,12.17,774.55,4001.25,224.2015518,6.525,FALSE
154,1,18/01/2013,42.92,3.237,3772.69,3559.46,3.88,246.62,1900.4,224.2358132,6.525,FALSE
155,1,25/01/2013,53.37,3.227,965.89,1097.91,0.1,225.36,1831.88,224.2355518,6.525,FALSE
156,1,01/02/2013,56.46,3.244,9290.91,1359.9,265,20657.82,972.61,224.2352903,6.525,FALSE
157,1,08/02/2013,56.67,3.417,32355.16,729.8,280.89,20426.61,4671.78,224.2350289,6.525,TRUE
158,1,15/02/2013,49.66,3.475,72937.29,6665.52,47.21,13014.67,6310.18,224.2760526,6.525,FALSE
159,1,22/02/2013,50.25,3.597,20107.75,3163.89,42.2,15657.3,5812.86,224.4202895,6.525,FALSE
160,1,01/03/2013,48.01,3.711,10610.74,261.46,2.8,25.54,2747.59,224.5645263,6.525,FALSE
161,1,08/03/2013,50.81,3.658,5000.58,290.46,78.77,606.15,3697.11,224.7087632,6.525,FALSE
162,1,15/03/2013,55.33,3.622,3808.13,3384.1765936323177,15.65,2616.6,1909.17,224.8356808,6.525,FALSE
163,1,22/03/2013,63.42,3.611,12553.98,3384.1765936323177,495.1,6787.75,2545.66,224.9193005,6.525,FALSE
164,1,29/03/2013,51,3.606,13067.46,3384.1765936323177,384.9,122.93,3903.8,225.0029202,6.525,FALSE
165,1,05/04/2013,58.59,3.583,12872.34,5687.86,485.97,478.04,5092.33,225.0865399,6.314,FALSE
166,1,12/04/2013,62.72,3.529,3672.43,932.58,52.86,949.07,2836.64,225.1701596,6.314,FALSE
167,1,19/04/2013,67.1,3.451,3530.36,3.95,107.5,458.76,2062.05,225.1701596,6.314,FALSE
168,1,26/04/2013,59.23,3.417,2387.72,3384.1765936323177,98.34,516.28,1421.63,225.1701596,6.314,FALSE
169,1,03/05/2013,66.66,3.386,2298.63,2,129.9,55.46,1301.04,172.46080918276135,7.8268210387902695,FALSE
170,1,10/05/2013,63.9,3.392,4624.61,83.88,42.38,1618.31,8144.9,172.46080918276135,7.8268210387902695,FALSE
171,1,17/05/2013,69.53,3.454,16170.5,92,8.32,4127.24,6206.97,172.46080918276135,7.8268210387902695,FALSE
172,1,24/05/2013,77.19,3.494,7959.89,178,1621.47,3152.57,2938.7,172.46080918276135,7.8268210387902695,FALSE
173,1,31/05/2013,78.02,3.466,2369.77,142.45,475.35,45.55,2056.84,172.46080918276135,7.8268210387902695,FALSE
174,1,07/06/2013,76.44,3.439,3514.75,742.59,116.15,1015.44,5137.09,172.46080918276135,7.8268210387902695,FALSE
175,1,14/06/2013,79.86,3.431,12592.32,527.48,402.88,7474.56,2484.44,172.46080918276135,7.8268210387902695,FALSE
176,1,21/06/2013,81.35,3.479,8104.02,417.99,327.33,5182.25,3754.44,172.46080918276135,7.8268210387902695,FALSE
177,1,28/06/2013,83.94,3.495,4205.98,796.7,6.84,3816.78,4812.74,172.46080918276135,7.8268210387902695,FALSE
178,1,05/07/2013,79.85,3.422,7649.99,3503.29,1766.77,9454.96,1079.89,172.46080918276135,7.8268210387902695,FALSE
179,1,12/07/2013,83.12,3.4,6089.94,1362.42,209.62,2367.42,2651.05,172.46080918276135,7.8268210387902695,FALSE
180,1,19/07/2013,79.26,3.556,3117.04,1060.39,199.05,1012.3,5381.72,172.46080918276135,7.8268210387902695,FALSE
181,1,26/07/2013,81.54,3.62,332.17,673.19,1,38.63,1245.2,172.46080918276135,7.8268210387902695,FALSE
182,2,05/02/2010,40.19,2.572,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,210.7526053,8.324,FALSE
183,2,12/02/2010,38.49,2.548,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,210.8979935,8.324,TRUE
184,2,19/02/2010,39.69,2.514,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,210.9451605,8.324,FALSE
185,2,26/02/2010,46.1,2.561,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,210.9759573,8.324,FALSE
186,2,05/03/2010,47.17,2.625,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,211.0067542,8.324,FALSE
187,2,12/03/2010,57.56,2.667,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,211.037551,8.324,FALSE
188,2,19/03/2010,54.52,2.72,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,210.8733316,8.324,FALSE
189,2,26/03/2010,51.26,2.732,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,210.6766095,8.324,FALSE
190,2,02/04/2010,63.27,2.719,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,210.4798874,8.2,FALSE
191,2,09/04/2010,65.41,2.77,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,210.2831653,8.2,FALSE
192,2,16/04/2010,68.07,2.808,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,210.1495463,8.2,FALSE
193,2,23/04/2010,65.11,2.795,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,210.1000648,8.2,FALSE
194,2,30/04/2010,66.98,2.78,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,210.0505833,8.2,FALSE
195,2,07/05/2010,71.28,2.835,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,210.0011018,8.2,FALSE
196,2,14/05/2010,73.31,2.854,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,209.9984585,8.2,FALSE
197,2,21/05/2010,74.83,2.826,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,210.2768443,8.2,FALSE
198,2,28/05/2010,81.13,2.759,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,210.5552301,8.2,FALSE
199,2,04/06/2010,81.81,2.705,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,210.833616,8.2,FALSE
200,2,11/06/2010,83.4,2.668,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,211.1120018,8.2,FALSE
201,2,18/06/2010,85.81,2.637,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,211.1096543,8.2,FALSE
